trip_id,driver_id,rider_id,start_time,end_time,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,fare_amount,surge_multiplier,trip_distance_km,vehicle_type,payment_method,rating_by_rider
8b5cb934-120e-4c7f-b53a-c154cbe10c0d,c87a2a75-8191-4ae6-a7f9-eb7593ba9283,5d7df4e4-23e0-4b1d-b528-92f6247d5e80,2025-01-15 06:29:00,2025-01-15 07:13:00,40.755,-73.98,40.71,-74.01,45.02,1.0,13.96,black,card,3.0
5e713f9c-16e8-4cb6-af69-08a93c11fe08,b8086a0b-58dd-4327-a7cf-fa7263d530c7,05bee838-d527-48ff-a009-d37e5aee1b59,2025-01-15 06:33:00,2025-01-15 07:17:00,40.73,-73.89,40.71,-74.01,50.59,2.0,11.39,uberx,wallet,3.7
ec1a42cc-ce44-48e0-9925-e9564ce67196,ae6953ee-bc32-46bd-a437-43c2f332200c,e3e93c29-e040-444c-a9b9-0aa1f25cf0a1,2025-01-15 06:32:00,2025-01-15 06:45:00,40.65,-73.97,40.755,-73.98,62.37,1.0,4.07,uberx,cash,4.6
ef379e27-36f1-4dce-840d-b77528b9e0f2,95ac1ed7-c3b9-4c67-b984-9f99560346f8,b6628d71-8330-4a7c-9b75-4921f9d62d80,2025-01-15 06:37:00,2025-01-15 07:08:00,40.71,-74.01,40.71,-74.01,65.97,1.0,12.86,comfort,cash,4.1
4106a81f-4627-4ab8-bf9c-6ad667cd9bd4,8fd51220-0e09-41de-9abd-62c8b25e810b,0e9fb872-fcfc-4e34-9862-006cdf40d1a1,2025-01-15 06:37:00,2025-01-15 06:55:00,40.77,-73.96,40.635,-73.79,58.86,1.5,22.66,black,cash,3.6
4f9b988d-902e-48dd-8c52-16a509a081ed,7577954b-2158-481a-9ceb-ebdadd623239,55ada980-ef8a-497d-bfce-e75a2fc3e5b1,2025-01-15 06:41:00,2025-01-15 07:01:00,40.73,-73.89,40.65,-73.97,76.66,2.0,2.59,uberx,card,4.3
5fdcfb8d-4f1e-4fd8-b81f-4e2da3170de7,e9e4612c-6e6d-476c-9094-266e42b1675e,bbc5e428-ac44-4d05-80d9-c724daa240ef,2025-01-15 06:44:00,2025-01-15 07:25:00,40.73,-73.89,40.65,-73.97,6.37,1.2,2.87,comfort,card,3.5
c379c7f8-01f0-4c39-844e-51503bb1325c,261686df-bcb0-43e7-a080-b5ad1fbfc806,7df13b6e-9263-4e91-b5ac-2490defec3e5,2025-01-15 06:46:00,2025-01-15 07:18:00,40.71,-74.01,40.77,-73.96,19.68,1.0,10.97,black,card,3.0
18e2b4fd-3d74-49d9-ac56-82eb9a5b410c,59a454a6-1d88-4587-b10c-e067de99b001,56461298-5fd1-4bc4-98ae-70ec7e1b1d87,2025-01-15 06:49:00,2025-01-15 07:03:00,40.77,-73.96,40.71,-74.01,5.57,1.5,28.28,xl,card,4.5
7bed7b1e-1ee4-4404-86be-49271e29b043,945b1398-501e-49e1-9d12-2ba116a7f7dd,c56f48fe-8b16-4eec-a960-774839a17330,2025-01-15 06:54:00,2025-01-15 07:05:00,40.65,-73.97,40.635,-73.79,53.56,1.2,20.22,xl,card,4.2
2e56bed3-720b-490a-9a9f-f4f5d1152112,a2fe9506-c3a6-4ba1-a73a-e2621a14ab9d,6b8f3a9a-5da8-4679-995e-27821fde230b,2025-01-15 06:55:00,2025-01-15 07:10:00,40.635,-73.79,40.77,-73.96,72.35,1.0,20.52,comfort,wallet,4.5
001597b7-0a1a-4044-b927-68e532cd3932,1d5ab14f-3133-4ba2-b4b3-0a4efc62584c,df25e7dd-e100-43e8-815e-b3c9536d581e,2025-01-15 06:59:00,2025-01-15 07:26:00,40.77,-73.96,40.755,-73.98,23.26,1.2,11.18,xl,card,3.1
18f282b8-8f1d-4928-af5f-5ff3268f125f,409763e3-eb0d-4771-8013-856b9d43586b,febdd7b7-ab59-4241-92f4-ae5dc963774c,2025-01-15 06:58:00,2025-01-15 07:34:00,40.71,-74.01,40.77,-73.96,74.53,1.0,18.01,uberx,card,4.7
ff204789-970b-451d-9087-ce3a0efe191e,23f4e18d-3a9c-4c4a-a816-aed20ec2c755,200d8496-a6b4-4bf0-b483-df6e72679165,2025-01-15 07:03:00,2025-01-15 07:20:00,40.73,-73.89,40.77,-73.96,9.52,1.0,0.8,black,wallet,4.2
43bc31ed-5a85-456a-88f2-ac5bef10cc1d,a5d8a778-5f35-422c-9fd3-636ca0fd44f5,ab7f976a-f45d-429e-9be4-6d2aaa70e6e3,2025-01-15 07:04:00,2025-01-15 07:45:00,40.65,-73.97,40.71,-74.01,75.08,1.0,19.26,uberx,card,4.1
73e6ce6a-a1a0-4829-bf49-f689f8ac71e1,01841d77-4847-407e-ad9f-899dbf5d3706,eb055f3b-db2c-49ad-b5a1-f737f95a8c0c,2025-01-15 07:08:00,2025-01-15 07:41:00,40.77,-73.96,40.755,-73.98,31.37,1.0,27.44,uberx,cash,4.2
a0264ae5-cfd6-477e-8845-5b5c1bc03184,e0120806-db00-44e8-a18c-4b1cd321ca02,d6a7be76-a565-4a9b-938e-091e9221c40c,2025-01-15 07:07:00,2025-01-15 07:17:00,40.635,-73.79,40.77,-73.96,12.61,1.5,18.57,xl,card,4.7
39b80fb3-7280-44da-af8f-41bc4d2caef6,53267643-7957-479e-b68a-da82140c130d,89712d4e-0116-41c7-8cb7-71113fb9f016,2025-01-15 07:13:00,2025-01-15 07:26:00,40.635,-73.79,40.635,-73.79,41.44,1.2,26.27,uberx,card,4.2
1ed107fe-e9f3-49d1-b59c-a0721e8ea017,a38864b1-f9bc-41f5-a8a9-d12427a157fd,1445b3a6-63eb-4aa0-9e4c-aff0b2ba2d20,2025-01-15 07:12:00,2025-01-15 07:24:00,40.755,-73.98,40.635,-73.79,24.26,1.0,21.86,xl,cash,4.2
9fbf7ce3-a920-490f-8156-f9aa0308ddfe,ab5f0710-6669-43c0-826e-9f28a1d8050d,995c5747-08a0-4b6c-af3d-64e2557ced7b,2025-01-15 07:18:00,2025-01-15 07:30:00,40.755,-73.98,40.65,-73.97,26.37,1.0,4.06,black,cash,5.0
1f10861f-6d20-41fb-a481-3858c1dcfbeb,cefff7a4-9f8f-4dea-ac58-8f51b98d85ff,7299e569-376b-4b84-87a0-31af8fe57d2f,2025-01-15 07:17:00,2025-01-15 07:47:00,40.71,-74.01,40.755,-73.98,28.05,1.0,27.12,black,cash,4.5
c46131af-9527-4a69-95e9-6edbe2f434b5,177fae5b-d06e-4eee-bb4d-9fdbc9a06663,760f661d-a48b-42d1-8bc0-f4f133406c15,2025-01-15 07:21:00,2025-01-15 07:37:00,40.77,-73.96,40.755,-73.98,65.23,2.0,2.46,uberx,cash,3.9
16e750da-3c2c-48cb-81cf-8ced0c579a9a,c531ee27-2ce1-497e-a59f-48d46bdd48bd,cb9a66d8-161f-477e-82b0-c182c09c6640,2025-01-15 07:26:00,2025-01-15 08:08:00,40.77,-73.96,40.65,-73.97,45.44,1.0,16.25,comfort,card,4.4
26aebb2e-2bd3-4701-a7d2-d92e42320f3a,363f5804-496c-4cd7-bbda-bf8549fd8f76,65cc62bb-5a08-41ad-a5f8-699dcf97ce7a,2025-01-15 07:27:00,2025-01-15 07:54:00,40.73,-73.89,40.77,-73.96,28.35,1.0,4.69,xl,cash,3.8
78e985af-648b-4f33-b97e-8df32e8c068d,b4853d2d-9cbd-4130-960c-19062112ce34,8d4305f1-5817-4b77-a9af-c6ec1a5793cf,2025-01-15 07:30:00,2025-01-15 08:12:00,40.73,-73.89,40.755,-73.98,50.78,1.2,0.85,xl,cash,3.5
419be933-61d4-46a6-8610-19dffc66f08d,0d640075-b9c6-45cf-bd20-addccbca9bc0,13bb8df1-d234-433e-8e8d-0bb3201f643e,2025-01-15 07:34:00,2025-01-15 07:59:00,40.73,-73.89,40.635,-73.79,58.71,1.5,12.95,uberx,wallet,4.2
bc92f8c8-199e-49d1-b26a-a41b3124a3d1,4ad58eb1-7011-445c-8e57-6f14ace8748d,ccffa7ae-053a-428b-851d-d64d04983594,2025-01-15 07:34:00,2025-01-15 07:58:00,40.755,-73.98,40.635,-73.79,25.45,1.0,9.2,xl,cash,4.9
dcd2fede-d474-43c0-a724-7634b084622a,5409eebc-d144-451b-ae0a-78b9e72ee198,897c7fad-bf43-4ceb-8ec8-4119cd46cef6,2025-01-15 07:37:00,2025-01-15 08:08:00,40.77,-73.96,40.71,-74.01,36.02,1.0,14.84,xl,cash,4.9
227a6133-0256-4fbf-be7e-17caf5670c27,7ff86ef9-07e2-4ec6-977a-8cc3f576923b,430e6efc-57a6-48a5-a69a-83ffdd8f5720,2025-01-15 07:37:00,2025-01-15 07:47:00,40.77,-73.96,40.755,-73.98,14.14,1.2,17.53,comfort,wallet,3.7
13a287b7-3b35-41a4-8572-acc2a472fd69,d6689ea7-e920-40d0-ba68-f2e25dbc8db0,e7ef8424-0601-4ce5-9e38-9654a6bae1a8,2025-01-15 07:41:00,2025-01-15 08:20:00,40.635,-73.79,40.77,-73.96,18.59,2.0,1.79,comfort,wallet,4.1
afe2bf41-04b0-4b4e-93fc-f2400c3478fc,326996e9-8fe1-4fe4-b19e-cfc1f4f5f19d,d1e5cfe6-456c-414f-912d-3e741ac6af1e,2025-01-15 07:43:00,2025-01-15 08:25:00,40.755,-73.98,40.65,-73.97,56.08,1.0,4.13,uberx,card,3.4
edd5247a-5037-44a2-ba04-95d72beb70ad,cfbdc03f-03fb-41c6-9f7e-f814778023fb,7d5e05c4-5bf9-4f1c-9cbd-ffe78b2fd56f,2025-01-15 07:49:00,2025-01-15 08:09:00,40.65,-73.97,40.65,-73.97,18.61,1.5,16.98,comfort,wallet,5.0
c6478acf-301a-4a56-9b3d-c4c0dc01b18a,75b97306-07ed-4d80-9e05-7be0cc22802f,c1e8593b-104e-4fb5-8939-b02117af251c,2025-01-15 07:48:00,2025-01-15 08:20:00,40.755,-73.98,40.77,-73.96,44.39,1.0,10.62,uberx,card,5.0
bc29d4bd-982d-4166-a62c-3dfed00edef8,16576c4f-445b-4f03-988a-b7af93d30ce4,77f6978f-a95e-4375-a3dc-7f7fff008f17,2025-01-15 07:53:00,2025-01-15 08:09:00,40.65,-73.97,40.73,-73.89,58.18,1.5,22.01,black,wallet,4.3
f6d1c0ff-626b-4e9d-a152-896a36482f5c,fba1fc0a-0ff2-4070-aa52-9c22e0f65bd4,1520db85-b670-4879-b422-f16e192423b5,2025-01-15 07:53:00,2025-01-15 08:04:00,40.635,-73.79,40.71,-74.01,13.02,1.0,19.74,uberx,wallet,4.6
d8e236dc-1872-4f6e-a8d0-602151a3a26c,5a688648-5591-4119-8474-4c17dfa643fb,0691f171-3dae-44e8-baa5-82857f7fb2e8,2025-01-15 07:59:00,2025-01-15 08:20:00,40.71,-74.01,40.65,-73.97,47.55,1.5,25.45,black,card,4.4
d71d0804-c9b9-4978-87ff-f7807ee691a6,702937c0-6bb9-4557-ac5d-49a879cd7878,4bc593db-84fb-4ba8-a128-d3f5435de834,2025-01-15 07:58:00,2025-01-15 08:42:00,40.77,-73.96,40.755,-73.98,24.24,1.0,20.93,uberx,wallet,4.2
757f4f7e-a15a-4067-af54-939e81f9353e,1cfbe455-a666-4d42-bba1-1ca9a48979c5,2735bb09-11f3-45a9-9d3c-9e4f87089e86,2025-01-15 08:03:00,2025-01-15 08:44:00,40.635,-73.79,40.71,-74.01,77.22,1.0,13.18,xl,card,3.1
e03421eb-df14-4693-a401-90ad22dd3001,9ea29638-3c9d-48a3-9848-6fe0986d6450,76402f05-f5a0-47d6-8c29-7169e7b57c08,2025-01-15 08:02:00,2025-01-15 08:20:00,40.77,-73.96,40.755,-73.98,41.27,1.5,20.35,comfort,wallet,3.9
1df942e1-5405-4a7e-88a4-f7e87290dee1,54665a33-19d8-407d-a29c-e3b7dbd06fbc,4a6e5d61-4d95-4025-bddf-737181cd76fd,2025-01-15 08:09:00,2025-01-15 08:19:00,40.73,-73.89,40.635,-73.79,65.45,1.0,8.62,black,cash,4.3
d8b15f6e-aa96-4ae8-8f56-eb149064358b,6d4c94a9-459c-44d0-9087-013c69c9a35b,404e8265-f533-4733-b403-9c5e0c8f11b7,2025-01-15 08:07:00,2025-01-15 08:42:00,40.71,-74.01,40.71,-74.01,46.27,1.0,9.54,uberx,wallet,4.4
257b1eec-79f2-4dbd-9b2f-304743c7ab0e,43b643db-2002-4096-891f-98d1499f2433,625aa2ab-fc30-4e29-b038-d1182f355f2f,2025-01-15 08:10:00,2025-01-15 08:46:00,40.71,-74.01,40.65,-73.97,8.26,1.0,23.78,comfort,card,3.7
46eccb39-55c5-4975-8be3-8df28721194c,991602e1-50ea-4264-abeb-72998618b6e7,cd084b3c-74b0-464e-8d69-31c189b91de2,2025-01-15 08:12:00,2025-01-15 08:28:00,40.635,-73.79,40.71,-74.01,52.49,1.0,13.67,uberx,wallet,4.9
89a8517c-03ed-49fe-8486-52f6ea872c6d,612df409-bcd3-4fdd-867c-775a976896b4,4dc37958-db3c-4590-bc55-34225b26eebd,2025-01-15 08:17:00,2025-01-15 08:27:00,40.71,-74.01,40.71,-74.01,76.36,1.5,24.05,comfort,card,3.3
047e1277-925c-4812-b44c-626909ca1b49,13983a16-025a-4014-bbbb-6a8080593862,1d071f14-3e46-4827-8e99-928955f34144,2025-01-15 08:19:00,2025-01-15 08:51:00,40.65,-73.97,40.71,-74.01,50.12,1.2,24.76,comfort,card,4.0
8e7914a4-9bfb-45c5-b5aa-a94bb9319616,6e6dc706-4143-4a94-8187-c3ea2440d664,55221087-82fc-4ce9-be48-d98b205ee681,2025-01-15 08:20:00,2025-01-15 09:01:00,40.71,-74.01,40.73,-73.89,66.44,1.0,25.8,uberx,cash,4.4
f33f9fc2-a7d3-4922-a714-8b0f5adb4213,d90ebedc-c341-46de-b258-422a3561cba3,4161cf3a-3882-49a6-a466-26da12c29cd8,2025-01-15 08:26:00,2025-01-15 08:45:00,40.77,-73.96,40.71,-74.01,71.32,1.5,27.54,black,cash,4.4
2f0cadc1-61d0-4f1e-ba05-86dbff009e5f,b9994826-a4c1-4d66-9e20-106d6fddaf74,51360e9c-a217-46a6-a6a2-0b02a5b0cd15,2025-01-15 08:28:00,2025-01-15 08:44:00,40.77,-73.96,40.755,-73.98,22.11,1.0,13.21,black,card,4.3
f2550931-8327-41f5-9da9-bf00021ea6a4,b00f6714-e256-4919-afec-a8f2951e7b5c,e12477e2-9e9a-4fb1-b63e-6063e25eb159,2025-01-15 08:30:00,2025-01-15 08:52:00,40.77,-73.96,40.635,-73.79,20.9,1.0,9.91,xl,wallet,3.6
c277df5a-2455-4155-bbc5-54a19c30c2b5,0b56bd25-cd33-4283-ad7e-b2ae3e40cb10,60798d38-75c4-46e3-82c0-33a5760fd4a8,2025-01-15 08:31:00,2025-01-15 09:03:00,40.77,-73.96,40.77,-73.96,50.82,1.0,17.67,comfort,card,3.3
580f4e0d-c5ee-4b45-9be3-8002d2f5ea0b,e90079b4-f3aa-41b0-9b19-e2e1d8c3b07f,af235e73-dd15-4003-9f56-9bdda1955777,2025-01-15 08:36:00,2025-01-15 08:48:00,40.65,-73.97,40.71,-74.01,35.83,1.5,11.45,xl,card,4.3
c9197262-9dbe-416b-9cd5-944b279645b2,898ffe5f-6f9f-4b02-87e5-d1ad7b38b6d5,55b60ef9-c655-4809-af2b-a95b42a32472,2025-01-15 08:37:00,2025-01-15 08:55:00,40.755,-73.98,40.65,-73.97,67.99,1.2,18.23,xl,wallet,4.2
08004e61-cf8b-4fb0-8667-196da8b0371b,c6fcd3d1-e31a-447a-991e-82c92f408945,9ab84d99-1465-4c7e-8fe4-8c551ba8a848,2025-01-15 08:37:00,2025-01-15 09:18:00,40.73,-73.89,40.71,-74.01,72.5,1.0,21.31,uberx,wallet,3.4
0645a4be-47f3-4982-b554-3c449a3e2c9b,4968e6bc-afc9-4276-828c-c45abf5b3b45,1ecea4a6-be9a-44ef-b6a7-e6ff51132266,2025-01-15 08:41:00,2025-01-15 09:12:00,40.635,-73.79,40.65,-73.97,31.51,1.0,20.81,uberx,wallet,4.4
7df59240-8444-446f-87b9-9247234e1b56,95a8aaeb-f082-4cee-91a3-6d13c8dcbd9b,ec08054a-5d42-483e-b11e-0366f3314210,2025-01-15 08:45:00,2025-01-15 09:07:00,40.77,-73.96,40.755,-73.98,22.77,2.0,11.55,uberx,wallet,3.9
7960680a-d9f8-4b89-9a2d-8126e299dd42,02d55ee8-ed66-4bf2-9d5b-a2b066e90a87,667a71b8-9a73-492a-9a0c-cb1426a5a58e,2025-01-15 08:47:00,2025-01-15 09:02:00,40.71,-74.01,40.65,-73.97,63.54,1.0,5.42,comfort,card,4.3
76bbe6d1-6eec-4b1e-b5d3-f75e50a5d419,0fe633fd-7642-4dff-aa96-5878427fb826,610113ab-b118-4e8b-9795-dd4e2575af19,2025-01-15 08:49:00,2025-01-15 09:01:00,40.77,-73.96,40.77,-73.96,25.61,1.0,13.2,uberx,card,4.7
0e60e152-90e9-4247-9a4b-c4e983c4f317,bd2a13db-b29e-4d8b-87af-874b3ac6178c,57fb6b6a-9285-4562-b78d-1b6e45a89657,2025-01-15 08:50:00,2025-01-15 09:23:00,40.71,-74.01,40.635,-73.79,66.7,1.5,4.71,uberx,cash,3.3
bb940061-40af-4bd4-9b4b-d32ab7d5a90f,bf04c7a8-4265-4037-bdbf-f35f6ad6e2ea,633934ba-e6b0-411a-9a89-0d7b57f1c9db,2025-01-15 08:55:00,2025-01-15 09:20:00,40.73,-73.89,40.65,-73.97,36.78,1.5,26.76,comfort,card,3.0
87eae16d-60e4-4e84-ad6b-7a63cc6a7a22,e0be1f1a-55b9-414e-bb26-83c45bcc0881,95cc1e57-eb50-429d-9958-6afa42cfdad6,2025-01-15 08:59:00,2025-01-15 09:12:00,40.73,-73.89,40.65,-73.97,55.07,1.0,10.7,comfort,wallet,4.6
96bcf7d6-1322-43b9-9067-1bbfd05f7c21,feeaf46e-09de-43c6-a6a8-a6381af6b232,bf4ad1d4-eb2d-49c6-8e10-d2aae79b65e0,2025-01-15 08:59:00,2025-01-15 09:43:00,40.73,-73.89,40.635,-73.79,12.17,1.2,5.06,black,cash,4.2
28ca12cb-6951-4206-95d5-555f71c64e27,ee8fbc79-c2fe-49ab-a45c-c19dd07f4559,6a4199f0-0f89-44fe-ba68-f9384f604224,2025-01-15 09:00:00,2025-01-15 09:20:00,40.71,-74.01,40.77,-73.96,51.79,1.0,1.25,uberx,wallet,4.4
dd1da5b6-71af-4cda-9318-78e0ffa2079b,35ca69cc-6a04-48b1-92b2-8e7892827dc1,b5a771eb-550b-4185-b3a4-bb4445778a65,2025-01-15 09:06:00,2025-01-15 09:41:00,40.77,-73.96,40.71,-74.01,38.88,1.0,19.55,uberx,card,4.7
1fd647b2-0b1b-491f-b017-a4d81ab89a75,5f0ac8d7-bc22-46b2-8753-eefef2a0b19a,b499da30-c657-47aa-9e70-bf60034a31c0,2025-01-15 09:08:00,2025-01-15 09:20:00,40.73,-73.89,40.65,-73.97,49.0,1.0,19.29,uberx,cash,4.6
b41e4b27-78d9-4e09-af14-4e0954cf11c7,522692e4-5658-48be-abae-719378f04f6e,81cbbb69-553b-43f3-9891-4c0761bbe976,2025-01-15 09:09:00,2025-01-15 09:29:00,40.65,-73.97,40.635,-73.79,17.6,2.0,10.55,black,wallet,4.9
52998e89-8012-44cf-8c1b-4b0276cd4404,1f882ed7-3558-4b80-8ec6-f043ffdbd049,abdf50b8-3728-48b3-a314-e2467e6799f9,2025-01-15 09:14:00,2025-01-15 09:38:00,40.71,-74.01,40.755,-73.98,60.27,1.0,2.62,uberx,cash,4.1
b22011d4-ebf8-4e06-a0a1-cfae6a16341f,a4a08a12-732c-463a-9963-307175a1475b,c5c8411c-6a54-4e95-a81d-c1c604f87d2d,2025-01-15 09:16:00,2025-01-15 09:55:00,40.71,-74.01,40.635,-73.79,69.71,1.0,12.58,black,cash,4.0
4912a082-c89a-4256-b183-51ee1d0098a5,54853502-697c-4c73-ac5d-9c27db157f8c,ce57994c-8c6a-4851-88c6-518172057e7f,2025-01-15 09:19:00,2025-01-15 09:55:00,40.77,-73.96,40.755,-73.98,21.26,1.0,9.68,xl,card,3.8
26dcc0fc-9dc5-4764-9705-c32bcd67a373,6e6299a0-abb3-489a-9a64-65e129fe4441,7f651b5a-5669-46ae-bb05-6be0535e714a,2025-01-15 09:19:00,2025-01-15 09:29:00,40.71,-74.01,40.77,-73.96,12.18,2.0,20.48,black,wallet,3.3
23c5d983-4f8b-4825-a54d-4bc2e2285553,ef0a048b-d228-43fb-8613-65e1da98f251,9be8a16d-0f73-495e-84b9-922f3f674710,2025-01-15 09:22:00,2025-01-15 10:03:00,40.71,-74.01,40.71,-74.01,6.77,2.0,18.37,xl,cash,4.1
0685a999-f388-446f-91dc-93c77a49489e,63b1c2fd-43fc-4ab5-9ab9-ca843ab8f58d,e719a3e7-593f-4547-ae73-276a15c3609c,2025-01-15 09:23:00,2025-01-15 09:57:00,40.73,-73.89,40.635,-73.79,53.15,2.0,11.26,uberx,cash,3.6
3f7f7799-3b68-479f-b901-9d5782946769,8d32c1ad-f94d-4561-a269-5d4a11e8451a,ba2e209a-d2fa-47a8-aa2e-be4efa1cb3bc,2025-01-15 09:28:00,2025-01-15 09:48:00,40.77,-73.96,40.73,-73.89,50.53,1.0,6.93,xl,wallet,4.8
04b44eb3-8855-463d-bc9a-33de5d67e99e,be34b74c-c621-4a7b-92f8-a2a01e0edefb,5de2ce75-104e-467e-87cf-a76879c28094,2025-01-15 09:27:00,2025-01-15 10:07:00,40.73,-73.89,40.65,-73.97,46.0,1.0,29.65,black,cash,4.2
1e90a317-6567-4a76-898e-d9193d809ceb,807b7989-1b26-4e72-b149-79bc8efbcd32,df06cfba-0505-4918-b826-dd8885be8c13,2025-01-15 09:34:00,2025-01-15 09:47:00,40.73,-73.89,40.77,-73.96,22.4,1.0,13.89,comfort,cash,4.2
7708d25e-b6f4-4e56-8e97-9c02979dcdf6,db528870-ec74-40ff-ae80-21d2bdaf6d4d,4618ed7a-a370-4a96-86c2-e135a795c269,2025-01-15 09:33:00,2025-01-15 10:04:00,40.77,-73.96,40.635,-73.79,34.32,1.5,20.8,xl,cash,3.7
8f2829bd-ecc5-4b88-a2b0-e9598bafa329,b8bf6c57-8f99-4552-876c-ee6623ca78f7,1de967a9-c6c7-4c30-b1e5-07420cf1981e,2025-01-15 09:35:00,2025-01-15 10:01:00,40.635,-73.79,40.65,-73.97,49.59,1.5,4.65,xl,wallet,3.1
6c26e955-3294-4fce-8ad3-30fd7c5eac47,0e920f38-7bef-4d85-81e6-e118a3c0984a,0577ab43-345f-41ee-a672-f07e50cd6324,2025-01-15 09:38:00,2025-01-15 10:01:00,40.73,-73.89,40.635,-73.79,42.26,1.0,14.82,uberx,wallet,3.1
5c4788d9-3645-4fd1-8a07-55d93cffaaf4,9dd74f4f-a2df-4903-907b-270fd071495a,a9a6f279-b5a3-4d67-a2c6-edd1865ba1bf,2025-01-15 09:42:00,2025-01-15 10:17:00,40.65,-73.97,40.755,-73.98,79.08,2.0,1.31,black,wallet,3.8
cf0e0e90-4c30-4cf3-b488-2fc5f8380682,d2ab36ce-b255-4046-bc6e-598a454490f1,7bff87a5-bf1f-4140-98e7-fa930fdbe501,2025-01-15 09:46:00,2025-01-15 10:26:00,40.65,-73.97,40.635,-73.79,15.23,1.0,15.41,xl,wallet,3.2
513aa6da-7924-43e1-9297-6eb566795d42,723ee4a1-145a-487f-ad36-c05ce0caeab3,26712558-5d2d-43ad-89e7-973f2e9287b4,2025-01-15 09:45:00,2025-01-15 10:05:00,40.71,-74.01,40.73,-73.89,57.14,1.0,28.94,xl,card,4.2
02dacc8a-be05-4327-bdd5-7c07e8f8e4fb,29999cba-213a-42ba-8af5-b158cdf20375,a9e954a1-2fa4-4a64-b3f7-546bc647a852,2025-01-15 09:47:00,2025-01-15 10:19:00,40.65,-73.97,40.635,-73.79,35.32,1.0,11.83,xl,cash,4.8
d7cf5ee6-d103-4033-830c-ca8df949a064,5ad731eb-8abb-4b74-bdfe-af6fce28fd4a,8a55aa57-dfc6-451f-84df-1b84c068e681,2025-01-15 09:50:00,2025-01-15 10:33:00,40.71,-74.01,40.635,-73.79,37.11,1.0,1.65,xl,wallet,4.8
